date,oh_region,ICU,ICU_vented,hospitalizations
2021-02-03,WEST,95,71,324
2021-02-04,WEST,88,59,303
2021-02-05,WEST,83,59,283
2021-02-06,WEST,82,53,279
2021-02-07,WEST,87,59,253
2021-02-08,WEST,86,56,237
2021-02-09,WEST,79,54,249
2021-02-10,WEST,75,56,230
2021-02-11,WEST,72,47,207
2021-02-12,WEST,69,45,185
2021-02-13,WEST,68,44,168
2021-02-14,WEST,66,46,180
2021-02-15,WEST,71,42,178
2021-02-16,WEST,64,34,187
2021-02-17,WEST,63,36,181
2021-02-18,WEST,54,31,173
2021-02-19,WEST,50,32,153
2021-02-20,WEST,48,29,151
2021-02-21,WEST,51,28,159
2021-02-22,WEST,54,35,166
2021-02-23,WEST,50,33,166
2021-02-24,WEST,55,35,157
2021-02-25,WEST,53,31,169
2021-02-26,WEST,54,39,154
2021-02-27,WEST,56,35,168
2021-02-28,WEST,59,42,166
2021-03-01,WEST,57,37,167
2021-03-02,WEST,61,44,164
2021-03-03,WEST,64,45,168
2021-03-04,WEST,67,48,161
2021-03-05,WEST,65,41,155
2021-03-06,WEST,62,47,157
2021-03-07,WEST,62,46,159
2021-03-08,WEST,67,52,178
2021-03-09,WEST,68,44,181
2021-03-10,WEST,61,46,160
2021-03-11,WEST,60,46,159
2021-03-12,WEST,58,39,149
2021-03-13,WEST,57,37,150
2021-03-14,WEST,56,37,152
2021-03-15,WEST,61,36,172
2021-03-16,WEST,56,37,191
2021-03-17,WEST,58,37,185
2021-03-18,WEST,60,42,187
2021-03-19,WEST,56,38,194
2021-03-20,WEST,55,39,189
2021-03-21,WEST,58,31,187
2021-03-22,WEST,57,34,200
